id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
838,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",29-06-2021 04:00:00,NO2,10.0,17.0,12.0,
839,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",29-06-2021 04:00:00,NH3,2.0,3.0,3.0,
840,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",29-06-2021 04:00:00,SO2,7.0,34.0,15.0,
841,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",29-06-2021 04:00:00,CO,4.0,17.0,10.0,
842,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",29-06-2021 04:00:00,OZONE,3.0,27.0,15.0,
843,India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",29-06-2021 04:00:00,PM2.5,,,,
844,India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",29-06-2021 04:00:00,PM10,,,,
845,India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",29-06-2021 04:00:00,NO2,,,,
846,India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",29-06-2021 04:00:00,NH3,,,,
847,India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",29-06-2021 04:00:00,SO2,,,,
848,India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",29-06-2021 04:00:00,CO,,,,
849,India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",29-06-2021 04:00:00,OZONE,,,,
850,India,Kerala,Ernakulam,"Kacheripady, Ernakulam - Kerala PCB",29-06-2021 04:00:00,PM2.5,9.0,65.0,27.0,
851,India,Kerala,Ernakulam,"Kacheripady, Ernakulam - Kerala PCB",29-06-2021 04:00:00,PM10,25.0,88.0,49.0,
852,India,Kerala,Ernakulam,"Kacheripady, Ernakulam - Kerala PCB",29-06-2021 04:00:00,NO2,4.0,5.0,4.0,
853,India,Kerala,Ernakulam,"Kacheripady, Ernakulam - Kerala PCB",29-06-2021 04:00:00,NH3,1.0,1.0,1.0,
854,India,Kerala,Ernakulam,"Kacheripady, Ernakulam - Kerala PCB",29-06-2021 04:00:00,SO2,5.0,20.0,10.0,
855,India,Kerala,Ernakulam,"Kacheripady, Ernakulam - Kerala PCB",29-06-2021 04:00:00,CO,32.0,68.0,47.0,
856,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",29-06-2021 04:00:00,PM2.5,42.0,75.0,58.0,
857,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",29-06-2021 04:00:00,PM10,41.0,248.0,79.0,
858,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",29-06-2021 04:00:00,NO2,37.0,38.0,38.0,
859,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",29-06-2021 04:00:00,NH3,2.0,2.0,2.0,
860,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",29-06-2021 04:00:00,SO2,1.0,2.0,1.0,
861,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",29-06-2021 04:00:00,CO,17.0,52.0,28.0,
862,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",29-06-2021 04:00:00,OZONE,6.0,8.0,7.0,
863,India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",29-06-2021 04:00:00,PM2.5,,,,
864,India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",29-06-2021 04:00:00,PM10,,,,
865,India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",29-06-2021 04:00:00,NO2,4.0,4.0,4.0,
866,India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",29-06-2021 04:00:00,NH3,1.0,1.0,1.0,
867,India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",29-06-2021 04:00:00,SO2,2.0,21.0,8.0,
868,India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",29-06-2021 04:00:00,CO,50.0,61.0,57.0,
869,India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",29-06-2021 04:00:00,OZONE,1.0,15.0,11.0,
870,India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",29-06-2021 04:00:00,PM2.5,57.0,60.0,58.0,
871,India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",29-06-2021 04:00:00,PM10,38.0,77.0,62.0,
872,India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",29-06-2021 04:00:00,NO2,14.0,62.0,35.0,
873,India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",29-06-2021 04:00:00,SO2,2.0,4.0,2.0,
874,India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",29-06-2021 04:00:00,CO,47.0,54.0,50.0,
875,India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",29-06-2021 04:00:00,OZONE,9.0,29.0,19.0,
876,India,Kerala,Kozhikode,"Palayam, Kozhikode - Kerala PCB",29-06-2021 04:00:00,PM2.5,13.0,54.0,23.0,
877,India,Kerala,Kozhikode,"Palayam, Kozhikode - Kerala PCB",29-06-2021 04:00:00,PM10,20.0,59.0,30.0,
878,India,Kerala,Kozhikode,"Palayam, Kozhikode - Kerala PCB",29-06-2021 04:00:00,NO2,2.0,27.0,14.0,
879,India,Kerala,Kozhikode,"Palayam, Kozhikode - Kerala PCB",29-06-2021 04:00:00,NH3,1.0,1.0,1.0,
880,India,Kerala,Kozhikode,"Palayam, Kozhikode - Kerala PCB",29-06-2021 04:00:00,SO2,5.0,8.0,6.0,
881,India,Kerala,Kozhikode,"Palayam, Kozhikode - Kerala PCB",29-06-2021 04:00:00,CO,1.0,94.0,38.0,
882,India,Kerala,Kozhikode,"Palayam, Kozhikode - Kerala PCB",29-06-2021 04:00:00,OZONE,5.0,10.0,8.0,
883,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,PM2.5,32.0,59.0,41.0,
884,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,PM10,41.0,64.0,54.0,
885,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,NO2,11.0,25.0,19.0,
886,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,NH3,1.0,4.0,2.0,
887,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,SO2,2.0,6.0,4.0,
888,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,CO,48.0,54.0,50.0,
889,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,OZONE,39.0,41.0,40.0,
890,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,PM2.5,6.0,33.0,17.0,
891,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,PM10,15.0,46.0,32.0,
892,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,NO2,24.0,110.0,32.0,
893,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,NH3,1.0,3.0,2.0,
894,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,SO2,9.0,16.0,12.0,
895,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,CO,27.0,96.0,53.0,
896,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",29-06-2021 04:00:00,OZONE,13.0,21.0,15.0,
897,India,Kerala,Thrissur,"Corporation Ground, Thrissur- Kerala PCB",29-06-2021 04:00:00,PM2.5,41.0,42.0,42.0,
898,India,Kerala,Thrissur,"Corporation Ground, Thrissur- Kerala PCB",29-06-2021 04:00:00,PM10,28.0,45.0,35.0,
899,India,Kerala,Thrissur,"Corporation Ground, Thrissur- Kerala PCB",29-06-2021 04:00:00,NO2,8.0,29.0,18.0,
900,India,Kerala,Thrissur,"Corporation Ground, Thrissur- Kerala PCB",29-06-2021 04:00:00,NH3,1.0,1.0,1.0,
901,India,Kerala,Thrissur,"Corporation Ground, Thrissur- Kerala PCB",29-06-2021 04:00:00,SO2,17.0,23.0,20.0,
902,India,Kerala,Thrissur,"Corporation Ground, Thrissur- Kerala PCB",29-06-2021 04:00:00,CO,15.0,31.0,20.0,
903,India,Kerala,Thrissur,"Corporation Ground, Thrissur- Kerala PCB",29-06-2021 04:00:00,OZONE,54.0,56.0,55.0,
904,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",29-06-2021 04:00:00,PM2.5,30.0,58.0,40.0,
905,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",29-06-2021 04:00:00,PM10,45.0,114.0,74.0,
906,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",29-06-2021 04:00:00,NO2,25.0,69.0,34.0,
907,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",29-06-2021 04:00:00,NH3,3.0,4.0,3.0,
908,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",29-06-2021 04:00:00,SO2,7.0,28.0,19.0,
909,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",29-06-2021 04:00:00,CO,26.0,72.0,37.0,
910,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",29-06-2021 04:00:00,OZONE,55.0,97.0,80.0,
911,India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",29-06-2021 04:00:00,PM2.5,12.0,38.0,27.0,
912,India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",29-06-2021 04:00:00,PM10,12.0,35.0,23.0,
913,India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",29-06-2021 04:00:00,NO2,18.0,19.0,18.0,
914,India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",29-06-2021 04:00:00,CO,46.0,49.0,47.0,
915,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",29-06-2021 04:00:00,PM2.5,18.0,60.0,34.0,
916,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",29-06-2021 04:00:00,PM10,18.0,83.0,51.0,
917,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",29-06-2021 04:00:00,NO2,7.0,16.0,11.0,
918,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",29-06-2021 04:00:00,NH3,4.0,6.0,5.0,
919,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",29-06-2021 04:00:00,SO2,2.0,13.0,7.0,
920,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",29-06-2021 04:00:00,CO,9.0,39.0,18.0,
921,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",29-06-2021 04:00:00,OZONE,32.0,48.0,39.0,
922,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",29-06-2021 04:00:00,PM2.5,25.0,60.0,42.0,
923,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",29-06-2021 04:00:00,PM10,37.0,119.0,82.0,
924,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",29-06-2021 04:00:00,NO2,11.0,34.0,15.0,
925,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",29-06-2021 04:00:00,NH3,3.0,5.0,4.0,
926,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",29-06-2021 04:00:00,SO2,8.0,45.0,20.0,
927,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",29-06-2021 04:00:00,CO,11.0,32.0,17.0,
928,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",29-06-2021 04:00:00,OZONE,32.0,141.0,111.0,
929,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",29-06-2021 04:00:00,PM2.5,25.0,60.0,42.0,
930,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",29-06-2021 04:00:00,PM10,35.0,81.0,57.0,
931,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",29-06-2021 04:00:00,NO2,32.0,55.0,44.0,
932,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",29-06-2021 04:00:00,NH3,2.0,3.0,3.0,
933,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",29-06-2021 04:00:00,SO2,8.0,16.0,11.0,
934,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",29-06-2021 04:00:00,CO,21.0,70.0,35.0,
935,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",29-06-2021 04:00:00,OZONE,44.0,73.0,66.0,
936,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",29-06-2021 04:00:00,PM2.5,25.0,43.0,33.0,
937,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",29-06-2021 04:00:00,PM10,33.0,86.0,61.0,
938,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",29-06-2021 04:00:00,NO2,32.0,53.0,44.0,
939,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",29-06-2021 04:00:00,NH3,3.0,4.0,3.0,
940,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",29-06-2021 04:00:00,SO2,20.0,25.0,23.0,
941,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",29-06-2021 04:00:00,CO,31.0,62.0,41.0,
942,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",29-06-2021 04:00:00,OZONE,39.0,78.0,69.0,
943,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",29-06-2021 04:00:00,PM2.5,33.0,111.0,66.0,
944,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",29-06-2021 04:00:00,PM10,66.0,128.0,100.0,
945,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",29-06-2021 04:00:00,NO2,14.0,24.0,19.0,
946,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",29-06-2021 04:00:00,NH3,4.0,5.0,4.0,
947,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",29-06-2021 04:00:00,SO2,7.0,26.0,14.0,
948,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",29-06-2021 04:00:00,CO,17.0,47.0,26.0,
949,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",29-06-2021 04:00:00,OZONE,8.0,58.0,33.0,
950,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",29-06-2021 04:00:00,PM2.5,19.0,102.0,42.0,
951,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",29-06-2021 04:00:00,PM10,44.0,73.0,54.0,
952,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",29-06-2021 04:00:00,NO2,28.0,31.0,29.0,
953,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",29-06-2021 04:00:00,NH3,2.0,2.0,2.0,
954,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",29-06-2021 04:00:00,SO2,9.0,19.0,14.0,
955,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",29-06-2021 04:00:00,CO,22.0,43.0,28.0,
956,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",29-06-2021 04:00:00,OZONE,58.0,82.0,73.0,
957,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",29-06-2021 04:00:00,PM2.5,25.0,54.0,36.0,
958,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",29-06-2021 04:00:00,NO2,24.0,24.0,24.0,
959,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",29-06-2021 04:00:00,SO2,1.0,10.0,7.0,
960,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",29-06-2021 04:00:00,CO,3.0,81.0,26.0,
961,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",29-06-2021 04:00:00,PM2.5,36.0,39.0,37.0,
962,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",29-06-2021 04:00:00,PM10,64.0,98.0,81.0,
963,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",29-06-2021 04:00:00,SO2,11.0,19.0,16.0,
964,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",29-06-2021 04:00:00,CO,8.0,9.0,9.0,
965,India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",29-06-2021 04:00:00,PM2.5,27.0,328.0,111.0,
966,India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",29-06-2021 04:00:00,PM10,31.0,338.0,106.0,
967,India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",29-06-2021 04:00:00,NO2,31.0,45.0,39.0,
968,India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",29-06-2021 04:00:00,NH3,8.0,18.0,11.0,
969,India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",29-06-2021 04:00:00,SO2,8.0,50.0,29.0,
970,India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",29-06-2021 04:00:00,CO,27.0,93.0,38.0,
971,India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",29-06-2021 04:00:00,OZONE,9.0,40.0,34.0,
972,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",29-06-2021 04:00:00,PM2.5,15.0,44.0,25.0,
973,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",29-06-2021 04:00:00,PM10,50.0,162.0,84.0,
974,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",29-06-2021 04:00:00,NO2,10.0,22.0,15.0,
975,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",29-06-2021 04:00:00,NH3,3.0,4.0,3.0,
976,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",29-06-2021 04:00:00,SO2,4.0,6.0,5.0,
977,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",29-06-2021 04:00:00,CO,16.0,35.0,23.0,
978,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",29-06-2021 04:00:00,OZONE,67.0,100.0,85.0,
979,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",29-06-2021 04:00:00,PM2.5,17.0,306.0,89.0,
980,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",29-06-2021 04:00:00,NO2,31.0,38.0,34.0,
981,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",29-06-2021 04:00:00,NH3,3.0,3.0,3.0,
982,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",29-06-2021 04:00:00,CO,47.0,90.0,52.0,
983,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",29-06-2021 04:00:00,OZONE,9.0,59.0,48.0,
984,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",29-06-2021 04:00:00,PM2.5,,,,
985,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",29-06-2021 04:00:00,PM10,,,,
986,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",29-06-2021 04:00:00,NO2,11.0,15.0,12.0,
987,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",29-06-2021 04:00:00,NH3,1.0,1.0,1.0,
988,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",29-06-2021 04:00:00,SO2,5.0,9.0,7.0,
989,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",29-06-2021 04:00:00,CO,2.0,15.0,6.0,
990,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",29-06-2021 04:00:00,OZONE,11.0,22.0,19.0,
991,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",29-06-2021 04:00:00,PM2.5,9.0,40.0,30.0,
992,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",29-06-2021 04:00:00,PM10,31.0,70.0,45.0,
993,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",29-06-2021 04:00:00,NO2,4.0,5.0,4.0,
994,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",29-06-2021 04:00:00,NH3,3.0,3.0,3.0,
995,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",29-06-2021 04:00:00,SO2,1.0,3.0,2.0,
996,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",29-06-2021 04:00:00,CO,12.0,43.0,19.0,
997,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",29-06-2021 04:00:00,OZONE,3.0,41.0,31.0,
998,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",29-06-2021 04:00:00,PM2.5,21.0,75.0,43.0,
999,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",29-06-2021 04:00:00,PM10,,,,
1000,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",29-06-2021 04:00:00,NO2,,,,
1001,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",29-06-2021 04:00:00,CO,36.0,55.0,42.0,
1002,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",29-06-2021 04:00:00,OZONE,1.0,58.0,36.0,
1003,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",29-06-2021 04:00:00,PM2.5,15.0,33.0,23.0,
1004,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",29-06-2021 04:00:00,NO2,3.0,9.0,5.0,
1005,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",29-06-2021 04:00:00,NH3,1.0,2.0,1.0,
1006,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",29-06-2021 04:00:00,SO2,1.0,23.0,8.0,
1007,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",29-06-2021 04:00:00,CO,1.0,103.0,86.0,
1008,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",29-06-2021 04:00:00,OZONE,7.0,13.0,8.0,
1009,India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",29-06-2021 04:00:00,PM2.5,40.0,129.0,74.0,
1010,India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",29-06-2021 04:00:00,PM10,100.0,106.0,103.0,
1011,India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",29-06-2021 04:00:00,NO2,16.0,17.0,16.0,
1012,India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",29-06-2021 04:00:00,OZONE,9.0,16.0,12.0,
1013,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",29-06-2021 04:00:00,PM2.5,17.0,65.0,30.0,
1014,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",29-06-2021 04:00:00,PM10,30.0,94.0,52.0,
1015,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",29-06-2021 04:00:00,NO2,14.0,22.0,18.0,
1016,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",29-06-2021 04:00:00,NH3,1.0,2.0,2.0,
1017,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",29-06-2021 04:00:00,CO,2.0,22.0,14.0,
1018,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",29-06-2021 04:00:00,OZONE,3.0,12.0,5.0,
1019,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",29-06-2021 04:00:00,PM2.5,7.0,58.0,24.0,
1020,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",29-06-2021 04:00:00,PM10,,,,
1021,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",29-06-2021 04:00:00,NO2,,,,
1022,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",29-06-2021 04:00:00,NH3,,,,
1023,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",29-06-2021 04:00:00,SO2,,,,
1024,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",29-06-2021 04:00:00,CO,10.0,16.0,15.0,
1025,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",29-06-2021 04:00:00,OZONE,7.0,7.0,7.0,
1026,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",29-06-2021 04:00:00,PM2.5,,,,
1027,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",29-06-2021 04:00:00,PM10,,,,
1028,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",29-06-2021 04:00:00,NO2,,,,
1029,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",29-06-2021 04:00:00,SO2,,,,
1030,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",29-06-2021 04:00:00,CO,,,,
1031,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",29-06-2021 04:00:00,OZONE,,,,
1032,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",29-06-2021 04:00:00,PM2.5,,,,
1033,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",29-06-2021 04:00:00,PM10,32.0,107.0,62.0,
1034,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",29-06-2021 04:00:00,NO2,,,,
1035,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",29-06-2021 04:00:00,NH3,,,,
1036,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",29-06-2021 04:00:00,SO2,,,,
1037,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",29-06-2021 04:00:00,CO,9.0,31.0,16.0,
1038,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",29-06-2021 04:00:00,OZONE,30.0,34.0,34.0,
